Transaction_ID,Invoice_Date,SKU_Code,Customer_Code,Units,Gross_Sales_EUR,Discount_EUR,Rebate_EUR
INV148523,2026-09-08,SKU029,C0143,71,8039.05,905.41,519.93
INV148546,2026-09-08,SKU019,C0025,190,5342.66,316.57,41.51
INV148548,2026-09-08,SKU027,C0107,195,3622.76,224.24,41.93
INV148552,2026-09-08,SKU007,C0014,164,7395.29,504.72,53.23
INV148578,2026-09-08,SKU017,C0139,555,5547.84,295.74,59.83
INV148587,2026-09-08,SKU015,C0162,121,4171.3,543.25,204.97
INV148603,2026-09-08,SKU030,C0181,109,15471.46,789.88,149.12
INV148607,2026-09-08,SKU019,C0058,774,21294.62,1266.56,229.79
INV148651,2026-09-08,SKU012,C0167,158,3535.85,190.9,26.57
INV148660,2026-09-08,SKU016,C0049,343,18165.82,1001.78,139.77
INV148665,2026-09-08,SKU019,C0030,127,3500.07,420.94,225.96
INV148770,2026-09-08,SKU023,C0041,139,3724.93,218.15,45.67
INV148807,2026-09-08,SKU022,C0100,204,15062.63,977.03,122.04
INV148882,2026-09-08,SKU003,C0034,70,881.5,58.93,6.21
INV148892,2026-09-08,SKU026,C0106,280,4379.34,299.13,41.4
INV148894,2026-09-08,SKU028,C0046,41,3705.94,426.81,234.68
INV148895,2026-09-08,SKU024,C0025,57,2778.09,171.82,34.28
INV148900,2026-09-08,SKU020,C0014,169,6943.54,402.19,83.7
INV148938,2026-09-08,SKU018,C0033,80,1258.22,64.53,9.73
INV148941,2026-09-08,SKU020,C0017,630,26552.46,1757.74,272.41
INV148960,2026-09-08,SKU029,C0125,57,6433.12,428.05,56.11
INV148980,2026-09-08,SKU021,C0058,296,17640.17,1068.25,154.29
INV148988,2026-09-08,SKU016,C0158,255,13135.72,695.75,156.35
INV149004,2026-09-08,SKU027,C0181,225,4146.05,241.46,38.91
INV149007,2026-09-08,SKU002,C0107,138,3052.87,192.32,28.64
INV149012,2026-09-08,SKU015,C0033,146,4980.37,262.13,55.95
INV149017,2026-09-08,SKU026,C0162,184,2819.6,300.16,149.31
INV149025,2026-09-08,SKU029,C0158,174,19667.28,1017.79,150.14
INV149087,2026-09-08,SKU018,C0017,358,5595.2,306.43,52.24
INV149137,2026-09-08,SKU018,C0041,58,890.9,52.97,6.86
INV149153,2026-09-08,SKU008,C0030,9,17979.1,2107.02,918.92
INV149265,2026-09-08,SKU004,C0116,54,1034.23,65.62,11.3
INV149267,2026-09-08,SKU009,C0094,5,18236.23,2272.71,1021.55
INV149269,2026-09-08,SKU025,C0157,336,3813.58,196.01,42.24
INV149290,2026-09-08,SKU018,C0130,72,1121.71,69.95,12.35
INV149295,2026-09-08,SKU010,C0169,8,10309.21,1335.29,507.93
INV149340,2026-09-08,SKU029,C0064,81,9029.96,494.32,73.7
INV149362,2026-09-08,SKU004,C0083,95,1832.56,103.07,19.0
INV149373,2026-09-08,SKU013,C0049,364,13892.78,745.7,150.03
INV149448,2026-09-08,SKU015,C0169,210,7285.5,999.28,429.62
INV149450,2026-09-08,SKU008,C0068,10,19818.33,5594.74,395.8
INV149456,2026-09-08,SKU006,C0140,230,7422.04,413.16,70.6
INV149491,2026-09-08,SKU015,C0028,370,12710.72,3459.74,223.75
INV149496,2026-09-08,SKU017,C0027,254,2449.49,135.01,30.79
INV149521,2026-09-08,SKU017,C0044,568,5618.23,743.06,298.79
INV149531,2026-09-08,SKU023,C0075,187,5134.09,275.49,42.38
INV149534,2026-09-08,SKU004,C0146,53,1033.02,62.63,7.67
INV149538,2026-09-08,SKU017,C0073,172,1679.76,96.56,13.36
INV149577,2026-09-08,SKU025,C0064,222,2601.5,178.03,25.54
INV149614,2026-09-08,SKU028,C0155,142,12696.58,797.78,159.37
INV149633,2026-09-08,SKU021,C0141,84,4909.47,272.44,54.93
INV149644,2026-09-08,SKU014,C0016,150,9243.75,559.25,79.51
INV149699,2026-09-08,SKU025,C0152,78,943.95,111.24,41.66
INV149745,2026-09-08,SKU019,C0066,1511,42283.93,2614.83,522.72
INV149773,2026-09-08,SKU028,C0094,36,3200.05,357.94,156.73
INV149779,2026-09-08,SKU007,C0100,425,18949.19,1205.41,222.37
INV149826,2026-09-08,SKU008,C0185,9,16897.26,1836.96,816.1
INV148261,2026-09-09,SKU006,C0002,353,11579.59,1251.93,469.3
INV148286,2026-09-09,SKU015,C0101,240,8327.25,573.26,103.65
INV148291,2026-09-09,SKU023,C0144,111,2939.5,339.86,121.69
INV148295,2026-09-09,SKU021,C0077,189,11262.27,724.2,143.46
INV148351,2026-09-09,SKU006,C0155,958,31151.5,1938.09,370.93
INV148402,2026-09-09,SKU028,C0011,45,4082.89,499.68,228.88
INV148440,2026-09-09,SKU024,C0032,77,3765.0,215.05,38.25
INV148446,2026-09-09,SKU014,C0146,148,9202.13,585.34,83.46
INV148455,2026-09-09,SKU004,C0166,96,1889.11,105.64,14.82
INV148498,2026-09-09,SKU012,C0020,207,4724.13,640.11,230.15
INV148537,2026-09-09,SKU001,C0055,103,1458.72,192.45,80.93
INV148615,2026-09-09,SKU018,C0030,103,1591.66,174.28,86.63
INV148661,2026-09-09,SKU005,C0029,20,683.21,75.91,25.0
INV148664,2026-09-09,SKU026,C0008,353,5517.66,374.95,53.41
INV148674,2026-09-09,SKU015,C0189,332,11600.82,797.6,143.34
INV148690,2026-09-09,SKU016,C0060,207,11094.31,2931.7,169.56
INV148691,2026-09-09,SKU003,C0008,124,1604.86,100.0,15.81
INV148699,2026-09-09,SKU023,C0073,147,3978.16,236.21,36.81
INV148749,2026-09-09,SKU023,C0025,123,3269.29,203.36,40.75
INV148753,2026-09-09,SKU004,C0063,35,689.35,36.26,5.93
INV148767,2026-09-09,SKU022,C0188,253,18439.4,947.52,236.21
INV148820,2026-09-09,SKU007,C0084,187,8642.71,457.16,80.88
INV148827,2026-09-09,SKU028,C0129,53,4702.16,247.82,36.54
INV148858,2026-09-09,SKU003,C0045,51,658.79,76.96,24.71
INV148860,2026-09-09,SKU012,C0070,264,6047.32,738.81,288.11
INV148862,2026-09-09,SKU021,C0066,339,19795.13,1060.87,167.13
INV148888,2026-09-09,SKU002,C0063,150,3199.0,175.18,25.26
INV148896,2026-09-09,SKU001,C0061,189,2668.31,304.17,107.71
INV148978,2026-09-09,SKU021,C0008,179,10581.17,723.02,93.21
INV148984,2026-09-09,SKU019,C0024,356,10114.03,639.19,118.45
INV149016,2026-09-09,SKU010,C0010,14,16722.55,1776.55,758.4
INV149056,2026-09-09,SKU023,C0150,405,10789.14,2468.21,207.01
INV149060,2026-09-09,SKU011,C0112,13,53279.07,5827.31,3002.05
INV149061,2026-09-09,SKU014,C0181,441,27212.58,1422.18,346.73
INV149065,2026-09-09,SKU022,C0075,186,13675.62,888.21,174.99
INV149095,2026-09-09,SKU019,C0194,75,2110.99,272.66,96.87
INV149143,2026-09-09,SKU029,C0168,143,16009.98,3850.88,374.83
INV149158,2026-09-09,SKU017,C0076,292,2800.1,180.38,29.64
INV149159,2026-09-09,SKU011,C0043,24,97309.34,26251.59,1462.72
INV149217,2026-09-09,SKU026,C0080,139,2203.09,263.67,97.17
INV149226,2026-09-09,SKU027,C0190,65,1230.92,68.45,12.7
INV149253,2026-09-09,SKU001,C0080,89,1310.83,169.35,75.82
INV149286,2026-09-09,SKU028,C0049,55,4839.43,321.4,53.13
INV149296,2026-09-09,SKU023,C0116,188,5133.45,289.23,47.83
INV149383,2026-09-09,SKU029,C0196,110,12417.31,767.16,96.84
INV149405,2026-09-09,SKU007,C0077,608,27560.64,1584.82,264.57
INV149408,2026-09-09,SKU011,C0077,46,188178.72,12954.31,2041.44
INV149524,2026-09-09,SKU002,C0179,342,7479.9,972.16,399.97
INV149547,2026-09-09,SKU003,C0124,52,681.65,36.25,6.9
INV149606,2026-09-09,SKU030,C0130,36,5055.56,317.81,49.89
INV149628,2026-09-09,SKU004,C0199,61,1186.85,63.27,12.18
INV149637,2026-09-09,SKU002,C0070,194,4249.62,492.07,177.15
INV149641,2026-09-09,SKU026,C0199,355,5514.91,363.75,41.42
INV149675,2026-09-09,SKU006,C0049,606,19980.66,1034.3,226.62
INV149712,2026-09-09,SKU023,C0048,171,4541.99,271.98,42.92
INV149727,2026-09-09,SKU026,C0090,449,7114.56,851.73,403.21
INV149737,2026-09-09,SKU003,C0026,40,523.83,28.96,6.47
INV149757,2026-09-09,SKU014,C0161,463,28065.12,3730.46,1668.83
INV149769,2026-09-09,SKU022,C0084,160,11922.32,797.22,104.21
INV149774,2026-09-09,SKU026,C0095,444,6889.93,794.05,320.35
INV149789,2026-09-09,SKU005,C0009,46,1524.59,99.27,11.62
INV149808,2026-09-09,SKU023,C0044,336,9244.88,1130.7,326.29
INV148288,2026-09-10,SKU021,C0125,135,8011.46,488.67,66.03
INV148362,2026-09-10,SKU015,C0007,169,5887.69,336.63,44.5
INV148389,2026-09-10,SKU006,C0056,533,16975.19,1012.95,200.09
INV148421,2026-09-10,SKU013,C0197,139,5411.42,325.61,68.15
INV148436,2026-09-10,SKU023,C0164,172,4463.3,235.08,51.5
INV148441,2026-09-10,SKU006,C0019,811,25919.39,5785.25,419.4
INV148475,2026-09-10,SKU016,C0136,29,1579.49,211.4,85.24
INV148575,2026-09-10,SKU017,C0154,270,2644.65,284.8,125.08
INV148589,2026-09-10,SKU029,C0063,46,5152.66,282.42,40.99
INV148599,2026-09-10,SKU014,C0122,208,12930.65,825.4,127.74
INV148630,2026-09-10,SKU019,C0048,295,8021.65,544.44,67.98
INV148672,2026-09-10,SKU003,C0096,35,451.54,57.19,17.96
INV148703,2026-09-10,SKU019,C0162,253,6959.7,893.17,422.1
INV148724,2026-09-10,SKU026,C0038,187,2863.81,349.96,161.66
INV148737,2026-09-10,SKU015,C0084,365,12856.69,874.39,134.1
INV148772,2026-09-10,SKU029,C0043,72,8321.14,2224.75,180.57
INV148811,2026-09-10,SKU001,C0102,152,2160.5,137.27,23.38
INV148852,2026-09-10,SKU008,C0012,7,14827.9,2022.29,529.68
INV148879,2026-09-10,SKU007,C0195,287,12996.96,1544.73,816.03
INV148940,2026-09-10,SKU028,C0076,62,5544.04,347.16,59.85
INV148943,2026-09-10,SKU028,C0197,51,4691.94,289.33,44.64
INV148950,2026-09-10,SKU002,C0096,85,1805.68,219.53,73.74
INV148959,2026-09-10,SKU007,C0157,200,9050.17,514.44,63.71
INV149023,2026-09-10,SKU028,C0160,30,2758.25,298.29,122.33
INV149027,2026-09-10,SKU021,C0146,142,8267.7,525.68,102.27
INV149042,2026-09-10,SKU011,C0105,5,20233.97,2428.63,1077.43
INV149144,2026-09-10,SKU025,C0074,199,2316.2,156.83,28.94
INV149208,2026-09-10,SKU029,C0133,179,20457.61,1366.83,146.62
INV149238,2026-09-10,SKU017,C0033,285,2721.94,164.46,34.03
INV149301,2026-09-10,SKU018,C0164,106,1639.58,90.01,16.08
INV149322,2026-09-10,SKU029,C0074,70,7861.69,419.27,99.18
INV149341,2026-09-10,SKU020,C0075,214,8918.54,561.09,106.65
INV149398,2026-09-10,SKU030,C0194,15,2168.69,285.03,101.65
INV149487,2026-09-10,SKU012,C0067,166,3624.52,237.69,36.93
INV149513,2026-09-10,SKU007,C0155,552,24086.73,1478.44,223.29
INV149517,2026-09-10,SKU012,C0049,488,10942.28,599.6,118.14
INV149527,2026-09-10,SKU018,C0051,92,1418.58,91.88,14.58
INV149539,2026-09-10,SKU024,C0106,50,2459.17,167.51,26.39
INV149551,2026-09-10,SKU015,C0122,271,9459.13,533.8,112.5
INV149603,2026-09-10,SKU001,C0159,315,4518.91,1234.81,81.72
INV149649,2026-09-10,SKU003,C0075,80,1055.85,68.98,7.75
INV149659,2026-09-10,SKU024,C0197,145,7103.52,373.59,72.51
INV149692,2026-09-10,SKU004,C0051,65,1280.92,83.84,13.9
INV149716,2026-09-10,SKU009,C0186,17,59862.63,7350.2,3847.71
INV149778,2026-09-10,SKU014,C0096,131,8090.19,845.72,445.9
INV149818,2026-09-10,SKU016,C0126,261,13519.11,3027.29,233.09
INV148319,2026-09-11,SKU005,C0092,71,2441.61,166.51,25.77
INV148339,2026-09-11,SKU007,C0033,112,4911.77,277.62,34.41
INV148395,2026-09-11,SKU030,C0156,123,17308.13,1112.53,160.35
INV148477,2026-09-11,SKU019,C0032,258,7247.3,468.75,84.8
INV148509,2026-09-11,SKU019,C0026,133,3699.92,212.01,45.19
INV148545,2026-09-11,SKU007,C0076,399,17707.22,1134.31,189.49
INV148557,2026-09-11,SKU022,C0042,99,7252.19,401.81,60.58
INV148571,2026-09-11,SKU021,C0119,27,1562.9,177.02,55.17
INV148584,2026-09-11,SKU001,C0011,133,1903.07,239.51,118.04
INV148590,2026-09-11,SKU006,C0095,280,9121.97,1085.0,346.55
INV148604,2026-09-11,SKU019,C0122,383,10450.68,646.11,126.94
INV148619,2026-09-11,SKU025,C0023,179,2078.78,256.51,77.37
INV148711,2026-09-11,SKU002,C0111,89,1953.35,267.34,103.88
INV148836,2026-09-11,SKU021,C0166,311,18652.74,1154.77,156.25
INV148840,2026-09-11,SKU001,C0016,129,1806.14,114.0,16.62
INV148871,2026-09-11,SKU026,C0151,319,4947.98,534.09,235.13
INV148901,2026-09-11,SKU027,C0017,384,6854.97,383.65,48.16
INV148923,2026-09-11,SKU025,C0096,120,1432.06,190.52,82.9
INV148944,2026-09-11,SKU025,C0191,274,3280.82,218.81,24.49
INV148998,2026-09-11,SKU009,C0028,29,105317.36,23177.58,2450.57
INV149035,2026-09-11,SKU017,C0184,334,3173.52,797.9,61.55
INV149096,2026-09-11,SKU024,C0136,58,2859.42,388.45,113.11
INV149100,2026-09-11,SKU030,C0183,39,5411.73,341.67,66.43
INV149181,2026-09-11,SKU030,C0083,79,11336.6,712.08,100.85
INV149191,2026-09-11,SKU005,C0133,177,6326.96,387.33,45.47
INV149237,2026-09-11,SKU022,C0077,281,21059.09,1178.59,252.18
INV149251,2026-09-11,SKU028,C0140,22,2030.41,115.88,20.94
INV149261,2026-09-11,SKU013,C0182,264,10237.45,586.39,105.99
INV149277,2026-09-11,SKU023,C0172,285,7583.08,1007.95,436.3
INV149305,2026-09-11,SKU006,C0089,219,7051.77,720.98,442.47
INV149321,2026-09-11,SKU018,C0141,177,2817.01,146.57,22.42
INV149356,2026-09-11,SKU025,C0159,312,3793.81,837.58,70.41
INV149359,2026-09-11,SKU012,C0096,206,4538.4,543.51,203.89
INV149361,2026-09-11,SKU010,C0081,3,4046.89,472.01,194.16
INV149364,2026-09-11,SKU016,C0132,120,6478.06,443.08,61.65
INV149409,2026-09-11,SKU005,C0050,27,953.38,62.59,11.24
INV149422,2026-09-11,SKU024,C0024,112,5487.5,346.81,53.13
INV149431,2026-09-11,SKU011,C0046,6,25457.78,2648.82,956.93
INV149458,2026-09-11,SKU016,C0007,103,5421.38,300.44,65.94
INV149472,2026-09-11,SKU020,C0051,195,8252.75,479.58,81.18
INV149564,2026-09-11,SKU010,C0013,12,14079.35,1530.1,544.61
INV149582,2026-09-11,SKU010,C0170,14,17140.42,1756.52,730.04
INV149591,2026-09-11,SKU025,C0084,291,3506.1,226.59,31.52
INV149629,2026-09-11,SKU004,C0028,54,1058.52,251.54,20.16
INV149668,2026-09-11,SKU023,C0051,240,6347.37,346.84,74.69
INV149689,2026-09-11,SKU012,C0146,234,5165.95,287.14,61.21
INV149705,2026-09-11,SKU014,C0027,154,9387.93,503.85,91.85
INV149707,2026-09-11,SKU014,C0099,143,8761.94,559.99,87.77
INV149711,2026-09-11,SKU023,C0109,168,4545.25,989.58,106.23
INV149739,2026-09-11,SKU010,C0163,13,15829.3,938.27,156.88
INV149783,2026-09-11,SKU029,C0182,87,10013.99,605.46,114.19
INV149794,2026-09-11,SKU004,C0008,44,855.08,58.71,8.98
INV149798,2026-09-11,SKU005,C0147,40,1398.69,88.01,16.69
INV148258,2026-09-12,SKU028,C0056,163,14975.49,913.01,167.14
INV148332,2026-09-12,SKU030,C0160,62,8832.36,1189.58,430.34
INV148418,2026-09-12,SKU005,C0077,108,3787.82,242.84,31.92
INV148425,2026-09-12,SKU009,C0111,6,21613.24,2556.15,1102.61
INV148551,2026-09-12,SKU003,C0108,65,842.14,48.13,9.76
INV148555,2026-09-12,SKU028,C0143,127,11449.81,1400.27,535.25
INV148563,2026-09-12,SKU017,C0060,400,3918.92,930.08,68.81
INV148567,2026-09-12,SKU014,C0062,157,9432.18,1007.28,392.68
INV148577,2026-09-12,SKU029,C0071,48,5366.31,717.99,299.89
INV148628,2026-09-12,SKU030,C0067,23,3260.79,213.35,36.44
INV148631,2026-09-12,SKU016,C0075,157,8170.1,532.93,83.95
INV148638,2026-09-12,SKU006,C0039,304,10016.98,670.01,83.22
INV148639,2026-09-12,SKU023,C0047,205,5397.15,713.4,314.44
INV148681,2026-09-12,SKU022,C0135,207,15246.28,1919.22,961.78
INV148738,2026-09-12,SKU020,C0141,195,8123.27,507.4,64.77
INV148833,2026-09-12,SKU008,C0170,12,25553.53,2804.84,1177.22
INV148906,2026-09-12,SKU005,C0116,30,1061.37,65.71,8.61
INV148913,2026-09-12,SKU028,C0189,84,7493.9,383.87,74.4
INV149029,2026-09-12,SKU029,C0129,73,8290.67,488.85,67.91
INV149048,2026-09-12,SKU011,C0019,39,154442.5,32889.75,3095.5
INV149052,2026-09-12,SKU021,C0065,175,10463.33,674.45,93.24
INV149063,2026-09-12,SKU002,C0132,95,2113.6,110.13,20.72
INV149097,2026-09-12,SKU017,C0022,142,1375.62,184.03,81.43
INV149247,2026-09-12,SKU016,C0139,253,13007.25,837.65,109.15
INV149303,2026-09-12,SKU003,C0032,36,462.74,27.61,3.51
INV149327,2026-09-12,SKU026,C0092,799,12701.56,763.37,103.5
INV149400,2026-09-12,SKU017,C0009,423,4199.82,278.71,29.67
INV149461,2026-09-12,SKU027,C0123,167,3096.46,183.99,24.94
INV149480,2026-09-12,SKU020,C0132,148,6124.04,354.26,78.75
INV149499,2026-09-12,SKU022,C0021,140,10526.97,1258.7,588.06
INV149502,2026-09-12,SKU023,C0034,284,7707.93,509.65,74.53
INV149503,2026-09-12,SKU028,C0133,120,10842.28,660.7,116.78
INV149520,2026-09-12,SKU010,C0091,17,21010.75,1227.56,207.05
INV149526,2026-09-12,SKU003,C0030,41,533.21,72.23,28.36
INV149540,2026-09-12,SKU022,C0094,39,2950.89,370.85,176.24
INV149559,2026-09-12,SKU001,C0077,442,6328.38,347.01,71.21
INV149583,2026-09-12,SKU016,C0025,107,5595.44,289.82,72.13
INV149590,2026-09-12,SKU029,C0062,41,4593.22,485.55,166.41
INV149607,2026-09-12,SKU027,C0116,171,3089.34,194.69,32.0
INV149624,2026-09-12,SKU017,C0075,469,4626.34,313.95,54.46
INV149677,2026-09-12,SKU025,C0067,209,2475.17,140.33,19.3
INV149688,2026-09-12,SKU018,C0115,92,1433.1,74.76,17.38
INV149738,2026-09-12,SKU001,C0137,162,2330.0,302.85,138.48
INV149751,2026-09-12,SKU018,C0133,490,7498.42,448.47,75.33
INV149787,2026-09-12,SKU015,C0057,404,14213.98,766.9,122.99
INV149802,2026-09-12,SKU002,C0159,422,9120.41,2041.67,171.16
INV148277,2026-09-13,SKU027,C0182,226,4130.29,250.86,31.42
INV148330,2026-09-13,SKU006,C0045,224,7214.83,789.24,402.07
INV148506,2026-09-13,SKU025,C0114,86,1041.23,69.18,12.58
INV148524,2026-09-13,SKU018,C0158,204,3106.02,167.97,34.24
INV148547,2026-09-13,SKU028,C0008,51,4511.93,264.3,36.32
INV148647,2026-09-13,SKU005,C0016,29,1021.58,59.29,9.18
INV148656,2026-09-13,SKU004,C0156,113,2183.61,144.63,21.41
INV148694,2026-09-13,SKU028,C0085,104,9215.46,604.95,98.78
INV148712,2026-09-13,SKU007,C0068,208,9565.11,2155.61,148.99
INV148725,2026-09-13,SKU015,C0081,71,2497.61,295.04,157.86
INV148731,2026-09-13,SKU016,C0114,135,7040.27,406.53,78.5
INV148759,2026-09-13,SKU013,C0023,113,4360.41,500.53,199.82
INV148776,2026-09-13,SKU006,C0098,191,6125.69,381.93,47.76
INV148793,2026-09-13,SKU019,C0112,210,5776.57,693.33,280.55
INV148800,2026-09-13,SKU030,C0102,92,13307.16,916.52,143.71
INV148819,2026-09-13,SKU026,C0088,172,2649.6,291.72,123.41
INV148822,2026-09-13,SKU007,C0040,139,6396.1,410.72,62.22
INV148824,2026-09-13,SKU005,C0066,147,5091.57,270.72,55.83
INV148835,2026-09-13,SKU008,C0113,14,27799.22,3807.03,1379.04
INV148837,2026-09-13,SKU010,C0135,26,32072.05,3515.57,1210.05
INV148935,2026-09-13,SKU012,C0063,180,4074.28,223.0,49.28
INV148936,2026-09-13,SKU022,C0067,124,9104.22,519.23,117.96
INV148942,2026-09-13,SKU017,C0107,580,5612.12,370.21,53.7
INV148964,2026-09-13,SKU013,C0002,241,9168.8,967.95,526.91
INV149047,2026-09-13,SKU015,C0005,310,10663.13,697.13,137.73
INV149049,2026-09-13,SKU026,C0190,174,2803.19,154.11,25.89
INV149051,2026-09-13,SKU010,C0186,12,14488.9,1660.43,578.02
INV149101,2026-09-13,SKU021,C0046,31,1783.02,231.95,79.88
INV149108,2026-09-13,SKU015,C0149,1153,40983.4,2473.93,495.11
INV149119,2026-09-13,SKU012,C0001,116,2555.81,313.86,127.38
INV149146,2026-09-13,SKU006,C0075,508,16985.08,1037.85,153.51
INV149170,2026-09-13,SKU027,C0074,138,2538.12,145.62,21.06
INV149187,2026-09-13,SKU005,C0083,59,2033.79,105.36,25.73
INV149190,2026-09-13,SKU013,C0132,293,11165.57,638.25,82.4
INV149232,2026-09-13,SKU001,C0066,781,10989.51,619.68,96.43
INV149317,2026-09-13,SKU005,C0003,18,614.98,72.83,30.32
INV149371,2026-09-13,SKU001,C0064,184,2578.73,171.04,22.41
INV149387,2026-09-13,SKU026,C0116,499,7662.6,421.75,86.71
INV149439,2026-09-13,SKU011,C0089,12,47565.53,6499.77,1752.0
INV149504,2026-09-13,SKU008,C0054,5,9772.47,1231.43,577.53
INV149550,2026-09-13,SKU028,C0149,268,23646.5,1523.77,289.85
INV149554,2026-09-13,SKU022,C0081,63,4658.41,559.27,269.53
INV149556,2026-09-13,SKU002,C0146,128,2805.35,192.98,36.03
INV149586,2026-09-13,SKU023,C0059,107,2774.82,188.76,31.35
INV149653,2026-09-13,SKU019,C0199,312,8616.36,588.38,82.82
INV149657,2026-09-13,SKU015,C0102,215,7658.99,464.16,78.78
INV149664,2026-09-13,SKU002,C0190,111,2405.39,164.4,26.95
INV149680,2026-09-13,SKU009,C0079,29,106822.4,12426.95,4531.45
INV149686,2026-09-13,SKU008,C0154,7,14499.11,1598.12,827.66
INV149714,2026-09-13,SKU010,C0112,7,8936.49,936.02,496.21
INV149715,2026-09-13,SKU026,C0002,222,3412.86,392.53,196.03
INV149742,2026-09-13,SKU013,C0042,183,6999.09,363.77,60.91
INV149780,2026-09-13,SKU018,C0156,273,4199.55,263.27,48.79
INV149791,2026-09-13,SKU013,C0058,589,22782.27,1449.73,296.02
INV149797,2026-09-13,SKU014,C0006,247,14964.5,868.17,178.32
INV149799,2026-09-13,SKU007,C0091,265,11758.28,625.88,121.12
INV149807,2026-09-13,SKU013,C0010,215,8588.84,1076.96,509.4
INV149814,2026-09-13,SKU011,C0053,22,90603.49,22653.82,2226.12
INV149816,2026-09-13,SKU002,C0185,144,3174.85,413.65,199.74
INV148279,2026-09-14,SKU024,C0009,88,4331.76,282.31,37.56
INV148300,2026-09-14,SKU013,C0146,133,5218.54,331.4,44.94
INV148323,2026-09-14,SKU019,C0143,488,13277.48,1724.12,624.66
INV148328,2026-09-14,SKU002,C0009,329,7160.67,426.22,69.39
INV148429,2026-09-14,SKU021,C0026,64,3740.75,250.99,46.39
INV148447,2026-09-14,SKU028,C0187,21,1876.62,239.85,76.03
INV148458,2026-09-14,SKU009,C0069,9,33849.64,3713.82,1745.67
INV148491,2026-09-14,SKU012,C0129,461,10439.15,623.49,120.49
INV148501,2026-09-14,SKU026,C0156,383,5821.15,334.84,59.21
INV148527,2026-09-14,SKU017,C0194,95,935.97,109.58,35.44
INV148550,2026-09-14,SKU021,C0133,360,21197.25,1417.39,184.98
INV148572,2026-09-14,SKU029,C0148,287,33048.11,1776.84,345.46
INV148625,2026-09-14,SKU014,C0070,126,7612.11,813.81,353.69
INV148709,2026-09-14,SKU017,C0101,332,3263.68,190.09,23.21
INV148754,2026-09-14,SKU023,C0188,158,4228.67,247.02,52.08
INV148795,2026-09-14,SKU030,C0016,42,6022.51,367.17,69.77
INV148798,2026-09-14,SKU015,C0100,290,10033.98,600.13,71.55
INV148814,2026-09-14,SKU004,C0144,36,719.79,96.05,43.46
INV148823,2026-09-14,SKU026,C0052,385,5870.95,316.84,45.57
INV148828,2026-09-14,SKU016,C0138,69,3652.21,489.73,176.3
INV148832,2026-09-14,SKU005,C0021,26,914.75,114.1,36.63
INV148839,2026-09-14,SKU026,C0046,139,2202.88,241.06,110.22
INV148842,2026-09-14,SKU013,C0007,194,7620.72,407.15,59.2
INV148889,2026-09-14,SKU005,C0058,91,3131.19,197.63,34.74
INV148908,2026-09-14,SKU026,C0159,621,9816.18,2357.99,156.27
INV148987,2026-09-14,SKU023,C0063,157,4171.43,272.02,36.76
INV149041,2026-09-14,SKU001,C0048,63,901.76,46.26,6.89
INV149079,2026-09-14,SKU030,C0063,43,6035.07,388.93,73.95
INV149082,2026-09-14,SKU016,C0052,150,7877.72,434.65,84.43
INV149115,2026-09-14,SKU001,C0095,216,3097.4,406.41,181.78
INV149140,2026-09-14,SKU027,C0147,333,6087.42,353.82,50.07
INV149156,2026-09-14,SKU010,C0089,10,11838.91,1523.81,437.22
INV149180,2026-09-14,SKU009,C0179,28,103897.35,14212.78,4937.39
INV149224,2026-09-14,SKU007,C0156,171,7607.51,437.59,64.96
INV149225,2026-09-14,SKU016,C0008,190,9816.83,585.64,86.37
INV149231,2026-09-14,SKU012,C0180,255,5709.4,628.37,274.71
INV149257,2026-09-14,SKU017,C0148,1437,14242.28,825.31,178.06
INV149263,2026-09-14,SKU008,C0055,7,13636.87,1442.77,554.56
INV149335,2026-09-14,SKU018,C0166,373,5795.9,330.62,72.16
INV149390,2026-09-14,SKU005,C0039,25,884.26,50.52,6.51
INV149401,2026-09-14,SKU021,C0164,96,5566.64,284.97,69.89
INV149403,2026-09-14,SKU008,C0194,4,8592.88,1098.37,311.48
INV149428,2026-09-14,SKU024,C0059,52,2500.59,128.82,26.46
INV149451,2026-09-14,SKU014,C0142,457,27957.0,7041.19,597.98
INV149488,2026-09-14,SKU029,C0068,50,5632.42,1497.44,85.59
INV149497,2026-09-14,SKU030,C0037,34,4800.52,490.01,278.44
INV149535,2026-09-14,SKU009,C0011,15,53904.63,5754.98,2694.31
INV149536,2026-09-14,SKU005,C0086,93,3171.87,762.69,63.51
INV149565,2026-09-14,SKU012,C0021,230,5161.7,533.23,220.2
INV149570,2026-09-14,SKU004,C0169,19,385.29,47.23,20.67
INV149585,2026-09-14,SKU017,C0141,191,1837.26,113.8,19.68
INV149589,2026-09-14,SKU022,C0165,93,6916.68,408.32,62.09
INV149594,2026-09-14,SKU011,C0135,21,87889.61,11240.27,3819.47
INV149617,2026-09-14,SKU005,C0070,19,668.35,79.47,25.04
INV149651,2026-09-14,SKU005,C0150,93,3228.0,810.56,81.94
INV149697,2026-09-14,SKU012,C0118,820,18767.69,2073.57,1069.38
INV149713,2026-09-14,SKU021,C0044,57,3441.84,469.39,206.82
INV149729,2026-09-14,SKU011,C0117,31,128308.91,29498.14,2604.99
INV149756,2026-09-14,SKU022,C0025,97,7131.95,483.81,77.57
INV149804,2026-09-14,SKU006,C0007,226,7260.73,444.93,79.03
INV149809,2026-09-14,SKU030,C0108,151,21371.1,1425.55,184.62
